1	651	1335
2	1336	1798
3	1799	3139
4	3140	3747
5	3748	3998
6	3999	4459
7	4460	4740
8	4741	5436
9	5437	5727
10	5728	6986
11	6987	8139
12	8140	9287
13	9288	10463
14	10464	11996
15	11997	13468
16	13469	14989
17	14990	16279
18	16280	17427
19	17428	18891
20	18892	20457
21	20458	22190
22	22191	23791
23	23792	24963
24	24964	25966
25	25967	27243
26	27244	28137
27	28138	29468
28	29469	31089
29	31090	32859
30	32860	34379
31	34380	37005
